keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Open_Time,Page_URL,Google_id,Place_id,Additional_info,Latitude,Longitude,Category,Main_image,Image_1,Image_2,Image_3,Description,Price_Range,Current_Status,Plus_code_URL,Plus_code,Delivery,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday,Popular_times_Monday,Popular_times_Tuesday,Popular_times_Wednesday,Popular_times_Thursday,Popular_times_Friday,Popular_times_Saturday,Popular_times_Sunday
Pasar Sukun,Pasar Sukun,20,4.3,"Jl. S. Supriadi No.60-56, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,null,null, ,https://www.google.com/maps/place/Pasar+Sukun/data=!4m5!3m4!1s0x2e7883b4b2dd9c1b:0xd94bbbbead99869d!8m2!3d-7.9968908!4d112.6194676?authuser=0&hl=en&rclk=1,0x2e7883b4b2dd9c1b:0xd94bbbbead99869d,ChIJG5zdsrSDeC4RnYaZrb67S9k,,-7.9968908,112.6194676,Pasar,https://lh5.googleusercontent.com/p/AF1QipMqTy4VOz661-9wGCRQYsO7BcQxfuDLGiQqI8lE=w408-h544-k-no,https://lh5.googleusercontent.com/p/AF1QipMqTy4VOz661-9wGCRQYsO7BcQxfuDLGiQqI8lE=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMqTy4VOz661-9wGCRQYsO7BcQxfuDLGiQqI8lE=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/a5PITgxGxk65FacSh6QmUg=w1024-h960-p-k-no,null,None,,"https://plus.codes/2J39+6Q Sukun, Malang City, East Java, Indonesia","2J39+6Q Sukun, Malang City, East Java, Indonesia",null,,,,,,,,,,,,,,
Pasar Lowokwaru,Pasar Lowokwaru,7,3.9,"2JMM+932, Samaan, Klojen, Malang City, East Java 65112, Indonesia",ID,Malang City,East Java,null,null,"Thursday 6 AM–5 PM  2024-10-17
Friday 6 AM–5 PM  2024-10-18
Saturday 6 AM–5 PM  2024-10-19
Sunday 6 AM–5 PM  2024-10-20
Monday 6 AM–5 PM  2024-10-21
Tuesday 6 AM–5 PM  2024-10-22
Wednesday 6 AM–5 PM  2024-10-23
 ",https://www.google.com/maps/place/Pasar+Lowokwaru/data=!4m5!3m4!1s0x2dd62831f7a2d477:0xb590628c345612b3!8m2!3d-7.9666239!4d112.6326467?authuser=0&hl=en&rclk=1,0x2dd62831f7a2d477:0xb590628c345612b3,ChIJd9Si9zEo1i0RsxJWNIxikLU,,-7.9666239,112.6326467,Shopping mall,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R0bP7ABr6SxL3vEJbPPPKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.19507&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/R0bP7ABr6SxL3vEJbPPPKA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/R0bP7ABr6SxL3vEJbPPPKA=w1024-h960-p-k-no,null,null,None,,null,null,null,Monday 6 AM–5 PM  2024-10-21,Tuesday 6 AM–5 PM  2024-10-22,Wednesday 6 AM–5 PM  2024-10-23,Thursday 6 AM–5 PM  2024-10-17,Friday 6 AM–5 PM  2024-10-18,Saturday 6 AM–5 PM  2024-10-19,Sunday 6 AM–5 PM  2024-10-20,0% busy at 5 AM;60% busy at 6 AM;70% busy at 7 AM;20% busy at 8 AM;10% busy at 9 AM;0% busy at 10 AM;0% busy at 11 AM;10% busy at 12 PM;30% busy at 1 PM;70% busy at 2 PM;90% busy at 3 PM;100% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;,0% busy at 5 AM;10% busy at 6 AM;20% busy at 7 AM;30% busy at 8 AM;50% busy at 9 AM;100% busy at 10 AM;60% busy at 11 AM;40% busy at 12 PM;60% busy at 1 PM;70% busy at 2 PM;100% busy at 3 PM;60% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;,0% busy at 5 AM;10% busy at 6 AM;40% busy at 7 AM;30% busy at 8 AM;20% busy at 9 AM;20% busy at 10 AM;10% busy at 11 AM;10% busy at 12 PM;20% busy at 1 PM;40% busy at 2 PM;30% busy at 3 PM;40% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;,0% busy at 5 AM;10% busy at 6 AM;20% busy at 7 AM;40% busy at 8 AM;20% busy at 9 AM;30% busy at 10 AM;40% busy at 11 AM;80% busy at 12 PM;40% busy at 1 PM;40% busy at 2 PM;40% busy at 3 PM;50% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;,0% busy at 5 AM;0% busy at 6 AM;10% busy at 7 AM;20% busy at 8 AM;10% busy at 9 AM;10% busy at 10 AM;30% busy at 11 AM;50% busy at 12 PM;70% busy at 1 PM;40% busy at 2 PM;30% busy at 3 PM;10% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;,0% busy at 5 AM;50% busy at 6 AM;10% busy at 7 AM;10% busy at 8 AM;30% busy at 9 AM;20% busy at 10 AM;50% busy at 11 AM;50% busy at 12 PM;90% busy at 1 PM;40% busy at 2 PM;50% busy at 3 PM;40% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;,0% busy at 5 AM;30% busy at 6 AM;10% busy at 7 AM;0% busy at 8 AM;20% busy at 9 AM;60% busy at 10 AM;80% busy at 11 AM;70% busy at 12 PM;50% busy at 1 PM;50% busy at 2 PM;90% busy at 3 PM;50% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;0% busy at 10 PM;
Pasar Blimbing,Pasar Tradisional Blimbing,4003,4.1,"3J5Q+XQH, Jl. Borobudur, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,null,null,"Thursday 5 AM–9 PM  2024-10-17
Friday 5 AM–9 PM  2024-10-18
Saturday 5 AM–9 PM  2024-10-19
Sunday 5 AM–9 PM  2024-10-20
Monday 5 AM–9 PM  2024-10-21
Tuesday 5 AM–9 PM  2024-10-22
Wednesday 5 AM–9 PM  2024-10-23
 ",https://www.google.com/maps/place/Pasar+Tradisional+Blimbing/data=!4m5!3m4!1s0x2e78820a188eb64b:0x5d45cdec9882c979!8m2!3d-7.9400686!4d112.6394989?authuser=0&hl=en&rclk=1,0x2e78820a188eb64b:0x5d45cdec9882c979,ChIJS7aOGAqCeC4RecmCmOzNRV0,,-7.9400686,112.6394989,Pasar,https://lh5.googleusercontent.com/p/AF1QipPCl33Mr04KhauZRqulOJ4WFT5zrCrZF4fDZo41=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNobC0Zuy_5fNLGor9HEJPk2AC29_QrRBzaxYad=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOtI03GsbUyBpQHP1r68xnyLc9cSUXK0bg6YU65=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNe4XWKKlq5NGNV-Lud9fIJar4CGqkQknROSjo2=w1024-h960-p-k-no,null,None,,null,null,Wheelchair accessible parking lot,Monday 5 AM–9 PM  2024-10-21,Tuesday 5 AM–9 PM  2024-10-22,Wednesday 5 AM–9 PM  2024-10-23,Thursday 5 AM–9 PM  2024-10-17,Friday 5 AM–9 PM  2024-10-18,Saturday 5 AM–9 PM  2024-10-19,Sunday 5 AM–9 PM  2024-10-20,0% busy at 4 AM;50% busy at 5 AM;72% busy at 6 AM;84% busy at 7 AM;81% busy at 8 AM;70% busy at 9 AM;57% busy at 10 AM;45% busy at 11 AM;35% busy at 12 PM;28% busy at 1 PM;26% busy at 2 PM;30% busy at 3 PM;39% busy at 4 PM;46% busy at 5 PM;50% busy at 6 PM;46% busy at 7 PM;37% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;50% busy at 5 AM;68% busy at 6 AM;80% busy at 7 AM;77% busy at 8 AM;68% busy at 9 AM;56% busy at 10 AM;45% busy at 11 AM;35% busy at 12 PM;27% busy at 1 PM;24% busy at 2 PM;27% busy at 3 PM;35% busy at 4 PM;43% busy at 5 PM;47% busy at 6 PM;44% busy at 7 PM;35% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;52% busy at 5 AM;71% busy at 6 AM;83% busy at 7 AM;79% busy at 8 AM;68% busy at 9 AM;54% busy at 10 AM;43% busy at 11 AM;34% busy at 12 PM;27% busy at 1 PM;23% busy at 2 PM;26% busy at 3 PM;33% busy at 4 PM;40% busy at 5 PM;44% busy at 6 PM;42% busy at 7 PM;35% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;53% busy at 5 AM;72% busy at 6 AM;84% busy at 7 AM;80% busy at 8 AM;71% busy at 9 AM;57% busy at 10 AM;45% busy at 11 AM;34% busy at 12 PM;27% busy at 1 PM;24% busy at 2 PM;29% busy at 3 PM;38% busy at 4 PM;45% busy at 5 PM;49% busy at 6 PM;45% busy at 7 PM;37% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;53% busy at 5 AM;73% busy at 6 AM;84% busy at 7 AM;81% busy at 8 AM;72% busy at 9 AM;58% busy at 10 AM;43% busy at 11 AM;31% busy at 12 PM;25% busy at 1 PM;25% busy at 2 PM;29% busy at 3 PM;38% busy at 4 PM;45% busy at 5 PM;48% busy at 6 PM;45% busy at 7 PM;36% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;60% busy at 5 AM;87% busy at 6 AM;100% busy at 7 AM;98% busy at 8 AM;84% busy at 9 AM;69% busy at 10 AM;54% busy at 11 AM;42% busy at 12 PM;34% busy at 1 PM;33% busy at 2 PM;36% busy at 3 PM;44% busy at 4 PM;49% busy at 5 PM;54% busy at 6 PM;52% busy at 7 PM;43% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;55% busy at 5 AM;77% busy at 6 AM;87% busy at 7 AM;85% busy at 8 AM;74% busy at 9 AM;60% busy at 10 AM;47% busy at 11 AM;37% busy at 12 PM;30% busy at 1 PM;29% busy at 2 PM;33% busy at 3 PM;42% busy at 4 PM;51% busy at 5 PM;57% busy at 6 PM;54% busy at 7 PM;43% busy at 8 PM;0% busy at 9 PM;
Pasar Lowokwaru,Pasar Tawangmangu,4182,4.3,"Jl. Tawangmangu No.8, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,null,null,"Thursday 5 AM–4 PM  2024-10-17
Friday 5 AM–4 PM  2024-10-18
Saturday 5 AM–4 PM  2024-10-19
Sunday 5 AM–4 PM  2024-10-20
Monday 5 AM–4 PM  2024-10-21
Tuesday 5 AM–4 PM  2024-10-22
Wednesday 5 AM–4 PM  2024-10-23
 ",https://www.google.com/maps/place/Pasar+Tawangmangu/data=!4m5!3m4!1s0x2dd629d29af60525:0xe95e3a0922c27794!8m2!3d-7.9597012!4d112.6311067?authuser=0&hl=en&rclk=1,0x2dd629d29af60525:0xe95e3a0922c27794,ChIJJQX2mtIp1i0RlHfCIgk6Xuk,,-7.9597012,112.6311067,attractions,https://lh5.googleusercontent.com/p/AF1QipOxhcsVh2Q4NJX3VgatfxGanYuYAXyHclbxvW0=w426-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipOa8Yym5WX2rVOHaxPexZOwHdAc6AxfV4NpkZRM=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMUdbsq69CRnFG-hXpQtlOeVt312TcMC5vk_M59=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPy0bMDcy6afngGJafnr2vEF35NqnxYl8r_waZg=w1024-h960-p-k-no,null,None,,"https://plus.codes/2JRJ+4C Lowokwaru, Malang City, East Java, Indonesia","2JRJ+4C Lowokwaru, Malang City, East Java, Indonesia",null,Monday 5 AM–4 PM  2024-10-21,Tuesday 5 AM–4 PM  2024-10-22,Wednesday 5 AM–4 PM  2024-10-23,Thursday 5 AM–4 PM  2024-10-17,Friday 5 AM–4 PM  2024-10-18,Saturday 5 AM–4 PM  2024-10-19,Sunday 5 AM–4 PM  2024-10-20,0% busy at 4 AM;25% busy at 5 AM;51% busy at 6 AM;74% busy at 7 AM;82% busy at 8 AM;78% busy at 9 AM;68% busy at 10 AM;54% busy at 11 AM;40% busy at 12 PM;28% busy at 1 PM;21% busy at 2 PM;17% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;26% busy at 5 AM;51% busy at 6 AM;71% busy at 7 AM;77% busy at 8 AM;71% busy at 9 AM;61% busy at 10 AM;48% busy at 11 AM;37% busy at 12 PM;28% busy at 1 PM;21% busy at 2 PM;16% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;26% busy at 5 AM;51% busy at 6 AM;73% busy at 7 AM;78% busy at 8 AM;74% busy at 9 AM;63% busy at 10 AM;49% busy at 11 AM;36% busy at 12 PM;25% busy at 1 PM;19% busy at 2 PM;15% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;25% busy at 5 AM;51% busy at 6 AM;72% busy at 7 AM;79% busy at 8 AM;74% busy at 9 AM;63% busy at 10 AM;50% busy at 11 AM;38% busy at 12 PM;28% busy at 1 PM;23% busy at 2 PM;21% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;26% busy at 5 AM;54% busy at 6 AM;78% busy at 7 AM;86% busy at 8 AM;81% busy at 9 AM;66% busy at 10 AM;47% busy at 11 AM;33% busy at 12 PM;25% busy at 1 PM;20% busy at 2 PM;16% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;29% busy at 5 AM;58% busy at 6 AM;87% busy at 7 AM;100% busy at 8 AM;96% busy at 9 AM;81% busy at 10 AM;62% busy at 11 AM;45% busy at 12 PM;33% busy at 1 PM;24% busy at 2 PM;18% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;25% busy at 5 AM;51% busy at 6 AM;78% busy at 7 AM;90% busy at 8 AM;85% busy at 9 AM;71% busy at 10 AM;54% busy at 11 AM;39% busy at 12 PM;29% busy at 1 PM;23% busy at 2 PM;19% busy at 3 PM;0% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;
Pasar Blimbing,Durian Pasar Belimbing,240,4.2,"Jl. Borobudur No.22, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,null,null, ,https://www.google.com/maps/place/Durian+Pasar+Belimbing/data=!4m5!3m4!1s0x2dd629ea0ca00da7:0x3bc663a499316494!8m2!3d-7.9402573!4d112.6394187?authuser=0&hl=en&rclk=1,0x2dd629ea0ca00da7:0x3bc663a499316494,ChIJpw2gDOop1i0RlGQxmaRjxjs,,-7.9402573,112.6394187,Market,https://lh5.googleusercontent.com/p/AF1QipOZsuOagD3fQseboXg7u8Lh5eWnAKpxuObC9_A=w408-h725-k-no,https://lh5.googleusercontent.com/p/AF1QipOZsuOagD3fQseboXg7u8Lh5eWnAKpxuObC9_A=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/12_BwnmpnM1KdgTxOy1UoA=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOZsuOagD3fQseboXg7u8Lh5eWnAKpxuObC9_A=w1024-h960-p-k-no,null,None,,"https://plus.codes/3J5Q+VQ Mojolangu, Malang City, East Java, Indonesia","3J5Q+VQ Mojolangu, Malang City, East Java, Indonesia",Wheelchair accessible parking lot,,,,,,,,,,,,,,
Pasar Kedungkandang,Pasar Kedungkandang,413,4.2,"2J4W+7QJ, Unnamed Road, Kedungkandang, Kec. Kedungkandang, Kota Malang, Jawa Timur 65137, Indonesia",ID,Malang City,East Java,null,null,"Thursday 8:41 AM–4:20 PM  2024-10-17
Friday 8:41 AM–4:20 PM  2024-10-18
Saturday 8:41 AM–4:20 PM  2024-10-19
Sunday 1–6:30 AM  2024-10-20
Monday 8:41 AM–4:20 PM  2024-10-21
Tuesday 8:41 AM–4:20 PM  2024-10-22
Wednesday 8:41 AM–4:20 PM  2024-10-23
 ",https://www.google.com/maps/place/Pasar+Kedungkandang/data=!4m5!3m4!1s0x2dd6294e6e921249:0x408d89292d763b37!8m2!3d-7.9942875!4d112.6468925?authuser=0&hl=en&rclk=1,0x2dd6294e6e921249:0x408d89292d763b37,ChIJSRKSbk4p1i0RNzt2LSmJjUA,,-7.9942875,112.6468925,attractions,https://lh5.googleusercontent.com/p/AF1QipNfgD8y6YQ7iN4y8DSrrm533FHvKpaB3ltzBQmx=w530-h240-k-no,https://lh5.googleusercontent.com/p/AF1QipNfgD8y6YQ7iN4y8DSrrm533FHvKpaB3ltzBQmx=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMZZxWa16nOJGa4V0XYK0y45XoB7DxAvazNy20=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNExPXUBpkqu1ulBll08KHjtvQXNsixpgPjTnVq=w1024-h960-p-k-no,null,None,,null,null,Wheelchair accessible parking lot,Monday 8:41 AM–4:20 PM  2024-10-21,Tuesday 8:41 AM–4:20 PM  2024-10-22,Wednesday 8:41 AM–4:20 PM  2024-10-23,Thursday 8:41 AM–4:20 PM  2024-10-17,Friday 8:41 AM–4:20 PM  2024-10-18,Saturday 8:41 AM–4:20 PM  2024-10-19,Sunday 1–6:30 AM  2024-10-20,,,,,,,
Pasar Lowokwaru,Pasar Oro Oro Dowo,10685,4.7,"Jl. Guntur No.20, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,null,null,"Thursday 5 AM–5 PM  2024-10-17
Friday 5 AM–5 PM  2024-10-18
Saturday 5 AM–5 PM  2024-10-19
Sunday 5 AM–5 PM  2024-10-20
Monday 5 AM–5 PM  2024-10-21
Tuesday 5 AM–5 PM  2024-10-22
Wednesday 5 AM–5 PM  2024-10-23
 ",https://www.google.com/maps/place/Pasar+Oro+Oro+Dowo/data=!4m5!3m4!1s0x2dd6282940000001:0x61d4b1c97788610a!8m2!3d-7.9686949!4d112.6281805?authuser=0&hl=en&rclk=1,0x2dd6282940000001:0x61d4b1c97788610a,ChIJAQAAQCko1i0RCmGId8mx1GE,,-7.9686949,112.6281805,attractions,https://lh5.googleusercontent.com/p/AF1QipOV6120S4q-H5IPtcLnLpPZM4qcEWKBH8HH0DYR=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOpaN5MfWUZUXhWi6Vbwh2xhCpEukegYntnT47K=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipP1s0w_Nnh8I5tCNqbj4mczTRfilQem1rKtq5HO=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipM5Qqro61bqhzakT32k00pA-6eI0aZQcBkZz-KS=w1024-h960-p-k-no,"Modern fruit, veg & spice market, also selling household goods & local dishes at warung food stalls.",None,,"https://plus.codes/2JJH+G7 Oro-oro Dowo, Malang City, East Java, Indonesia","2JJH+G7 Oro-oro Dowo, Malang City, East Java, Indonesia",null,Monday 5 AM–5 PM  2024-10-21,Tuesday 5 AM–5 PM  2024-10-22,Wednesday 5 AM–5 PM  2024-10-23,Thursday 5 AM–5 PM  2024-10-17,Friday 5 AM–5 PM  2024-10-18,Saturday 5 AM–5 PM  2024-10-19,Sunday 5 AM–5 PM  2024-10-20,0% busy at 4 AM;11% busy at 5 AM;25% busy at 6 AM;42% busy at 7 AM;51% busy at 8 AM;50% busy at 9 AM;41% busy at 10 AM;31% busy at 11 AM;21% busy at 12 PM;15% busy at 1 PM;11% busy at 2 PM;10% busy at 3 PM;9% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;9% busy at 5 AM;22% busy at 6 AM;37% busy at 7 AM;47% busy at 8 AM;48% busy at 9 AM;39% busy at 10 AM;28% busy at 11 AM;19% busy at 12 PM;14% busy at 1 PM;11% busy at 2 PM;10% busy at 3 PM;10% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;10% busy at 5 AM;23% busy at 6 AM;38% busy at 7 AM;48% busy at 8 AM;48% busy at 9 AM;40% busy at 10 AM;30% busy at 11 AM;21% busy at 12 PM;15% busy at 1 PM;12% busy at 2 PM;10% busy at 3 PM;10% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;10% busy at 5 AM;22% busy at 6 AM;38% busy at 7 AM;48% busy at 8 AM;49% busy at 9 AM;42% busy at 10 AM;31% busy at 11 AM;22% busy at 12 PM;16% busy at 1 PM;12% busy at 2 PM;11% busy at 3 PM;10% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;11% busy at 5 AM;25% busy at 6 AM;42% busy at 7 AM;51% busy at 8 AM;50% busy at 9 AM;40% busy at 10 AM;29% busy at 11 AM;20% busy at 12 PM;15% busy at 1 PM;12% busy at 2 PM;11% busy at 3 PM;10% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;14% busy at 5 AM;33% busy at 6 AM;57% busy at 7 AM;73% busy at 8 AM;74% busy at 9 AM;62% busy at 10 AM;45% busy at 11 AM;31% busy at 12 PM;21% busy at 1 PM;15% busy at 2 PM;12% busy at 3 PM;11% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;,0% busy at 4 AM;18% busy at 5 AM;44% busy at 6 AM;76% busy at 7 AM;98% busy at 8 AM;100% busy at 9 AM;82% busy at 10 AM;57% busy at 11 AM;35% busy at 12 PM;22% busy at 1 PM;14% busy at 2 PM;11% busy at 3 PM;10% busy at 4 PM;0% busy at 5 PM;0% busy at 6 PM;0% busy at 7 PM;0% busy at 8 PM;0% busy at 9 PM;
